t_state,p_name,p_year,p_tnum,t_manu,t_model,t_cap,t_ttlh,xlong,ylat,Range
IA,Adair,2008,76,Siemens,SWT-2.3-93,2300,126.5,-94.68869000000001,41.499294,2000 - 3000
IA,Adair,2008,76,Siemens,SWT-2.3-93,2300,126.5,-94.665192,41.452293,2000 - 3000
IA,Adair,2008,76,Siemens,SWT-2.3-93,2300,126.5,-94.69669300000001,41.499092,2000 - 3000
IA,Adair,2008,76,Siemens,SWT-2.3-93,2300,126.5,-94.711792,41.441292,2000 - 3000
IA,Adams,2016,60,Siemens,SWT-2.3-108,2415,134.1,-94.712463,40.923446999999996,2000 - 3000
IA,Adams,2016,60,Siemens,SWT-2.3-108,2415,134.1,-94.728088,40.916672,2000 - 3000
IA,Adams,2016,60,Siemens,SWT-2.3-108,2415,134.1,-94.713112,40.929382000000004,2000 - 3000
IA,Adams,2016,60,Siemens,SWT-2.3-108,2415,134.1,-94.68604300000001,40.907246,2000 - 3000
IA,Adams,2016,60,Siemens,SWT-2.3-108,2415,134.1,-94.662544,40.91256,2000 - 3000
IA,Adams,2016,60,Siemens,SWT-2.3-108,2415,134.1,-94.664101,40.952431,2000 - 3000
IA,Adams,2016,60,Siemens,SWT-2.3-108,2415,134.1,-94.656937,40.936432,2000 - 3000
IA,Adams,2016,60,Siemens,SWT-2.3-108,2415,134.1,-94.716339,40.92387,2000 - 3000
IA,Adams,2016,60,Siemens,SWT-2.3-108,2415,134.1,-94.721962,40.927203999999996,2000 - 3000
IA,Adams,2016,60,Siemens,SWT-2.3-108,2415,134.1,-94.652222,40.935997,2000 - 3000
IA,Adams,2016,60,Siemens,SWT-2.3-108,2415,134.1,-94.649178,40.947777,2000 - 3000
IA,Adams,2016,60,Siemens,SWT-2.3-108,2415,134.1,-94.72421999999999,40.91663,2000 - 3000
IA,Adams,2016,60,Siemens,SWT-2.3-108,2415,134.1,-94.648247,40.903282,2000 - 3000
IA,Adams,2016,60,Siemens,SWT-2.3-108,2415,134.1,-94.653526,40.960594,2000 - 3000
IA,Adams,2016,60,Siemens,SWT-2.3-108,2415,134.1,-94.705017,40.916325,2000 - 3000
IA,Adams,2016,60,Siemens,SWT-2.3-108,2415,134.1,-94.63503299999999,40.914024,2000 - 3000
IA,Adams,2016,60,Siemens,SWT-2.3-108,2415,134.1,-94.68663000000001,40.934554999999996,2000 - 3000
IA,Adams,2016,60,Siemens,SWT-2.3-108,2415,134.1,-94.64760600000001,40.912476,2000 - 3000
IA,Adams,2016,60,Siemens,SWT-2.3-108,2415,134.1,-94.646027,40.917538,2000 - 3000
IA,Adams,2016,60,Siemens,SWT-2.3-108,2415,134.1,-94.63046999999999,40.912822999999996,2000 - 3000
IA,Adams,2016,60,Siemens,SWT-2.3-108,2415,134.1,-94.716476,40.913757000000004,2000 - 3000
IA,Adams,2016,60,Siemens,SWT-2.3-108,2415,134.1,-94.673912,40.955795,2000 - 3000
IA,Adams,2016,60,Siemens,SWT-2.3-108,2415,134.1,-94.634834,40.90395,2000 - 3000
IA,Adams,2016,60,Siemens,SWT-2.3-108,2415,134.1,-94.668625,40.956329,2000 - 3000
IA,Adams,2016,60,Siemens,SWT-2.3-108,2415,134.1,-94.665192,40.902493,2000 - 3000
IA,Adams,2016,60,Siemens,SWT-2.3-108,2415,134.1,-94.657524,40.913596999999996,2000 - 3000
MN,"Adams Wind Generations, LLC",2011,12,Alstom,ECO 86,1670,122.8,-94.71479000000001,44.916992,1000 - 2000
MN,"Adams Wind Generations, LLC",2011,12,Alstom,ECO 86,1670,122.8,-94.718994,44.916691,1000 - 2000
MN,"Adams Wind Generations, LLC",2011,12,Alstom,ECO 86,1670,122.8,-94.72319,44.916992,1000 - 2000
MN,Agassiz Beach,2001,3,Vestas,V47-0.66,660,88.4,-96.43549300000001,46.999592,< 1000
MN,Agassiz Beach,2001,3,Vestas,V47,1000,88.5,-96.427475,47.005051,1000 - 2000
NE,Ainsworth Wind Project (NPPD),2005,36,Vestas,V82-1.65,1650,110.9,-99.938988,42.467995,1000 - 2000
NE,Ainsworth Wind Project (NPPD),2005,36,Vestas,V82-1.65,1650,110.9,-99.94659399999999,42.471394000000004,1000 - 2000
NE,Ainsworth Wind Project (NPPD),2005,36,Vestas,V82-1.65,1650,110.9,-99.926491,42.444492,1000 - 2000
WY,Air Force (Laramie),2009,1,Gamesa,G87-2.0,2000,121.6,-104.884689,41.178290999999994,2000 - 3000
IA,Akron-Westfield School District,1999,1,Vestas,V44-0.6,600,77.1,-96.541191,42.829890999999996,< 1000
KS,Alexander,2015,21,Siemens,SWT-2.3-108,2300,134.1,-99.564278,38.412890999999995,2000 - 3000
KS,Alexander,2015,21,Siemens,SWT-2.3-108,2300,134.1,-99.499413,38.438683000000005,2000 - 3000
KS,Alexander,2015,21,Siemens,SWT-2.3-108,2300,134.1,-99.52280400000001,38.450176,2000 - 3000
KS,Alexander,2015,21,Siemens,SWT-2.3-108,2300,134.1,-99.563507,38.404118,2000 - 3000
CA,Alite Wind Farm,2008,8,Vestas,V90-3.0,3000,125.0,-118.338486,35.036594,≥ 3000
CA,Alite Wind Farm,2008,8,Vestas,V90-3.0,3000,125.0,-118.336891,35.037193,≥ 3000
CA,Alite Wind Farm,2008,8,Vestas,V90-3.0,3000,125.0,-118.33998899999999,35.035995,≥ 3000
PA,Allegheny Ridge,2007,40,Gamesa,G87-2.0,2000,121.6,-78.627296,40.372791,2000 - 3000
PA,Allegheny Ridge,2007,40,Gamesa,G87-2.0,2000,121.6,-78.584198,40.390892,2000 - 3000
PA,Allegheny Ridge,2007,40,Gamesa,G87-2.0,2000,121.6,-78.568001,40.405293,2000 - 3000
PA,Allegheny Ridge,2007,40,Gamesa,G87-2.0,2000,121.6,-78.60039499999999,40.374893,2000 - 3000
PA,Allegheny Ridge,2007,40,Gamesa,G87-2.0,2000,121.6,-78.56399499999999,40.377792,2000 - 3000
PA,Allegheny Ridge,2007,40,Gamesa,G87-2.0,2000,121.6,-78.616394,40.382492,2000 - 3000
PA,Allegheny Ridge,2007,40,Gamesa,G87-2.0,2000,121.6,-78.547195,40.395191,2000 - 3000
PA,Allegheny Ridge,2007,40,Gamesa,G87-2.0,2000,121.6,-78.555099,40.388092,2000 - 3000
PA,Allegheny Ridge,2007,40,Gamesa,G87-2.0,2000,121.6,-78.565201,40.406593,2000 - 3000
PA,Allegheny Ridge,2007,40,Gamesa,G87-2.0,2000,121.6,-78.601295,40.354794,2000 - 3000
PA,Allegheny Ridge,2007,40,Gamesa,G87-2.0,2000,121.6,-78.631393,40.375091999999995,2000 - 3000
PA,Allegheny Ridge,2007,40,Gamesa,G87-2.0,2000,121.6,-78.587296,40.389294,2000 - 3000
PA,Allegheny Ridge,2007,40,Gamesa,G87-2.0,2000,121.6,-78.616798,40.347091999999996,2000 - 3000
PA,Allegheny Ridge,2007,40,Gamesa,G87-2.0,2000,121.6,-78.52820600000001,40.437164,2000 - 3000
PA,Allegheny Ridge,2007,40,Gamesa,G87-2.0,2000,121.6,-78.596001,40.354690999999995,2000 - 3000
PA,Allegheny Ridge,2007,40,Gamesa,G87-2.0,2000,121.6,-78.5709,40.375294,2000 - 3000
CA,Alta I,2010,100,GE Wind,GE1.5-77,1500,118.6,-118.38888500000002,35.052197,1000 - 2000
CA,Alta I,2010,100,GE Wind,GE1.5-77,1500,118.6,-118.36758400000001,35.028294,1000 - 2000
CA,Alta I,2010,100,GE Wind,GE1.5-77,1500,118.6,-118.38729099999999,35.053795,1000 - 2000
CA,Alta I,2010,100,GE Wind,GE1.5-77,1500,118.6,-118.358185,35.030696999999996,1000 - 2000
CA,Alta I,2010,100,GE Wind,GE1.5-77,1500,118.6,-118.36158799999998,35.044796000000005,1000 - 2000
CA,Alta I,2010,100,GE Wind,GE1.5-77,1500,118.6,-118.36828600000001,35.036194,1000 - 2000
CA,Alta I,2010,100,GE Wind,GE1.5-77,1500,118.6,-118.378685,35.046494,1000 - 2000
CA,Alta I,2010,100,GE Wind,GE1.5-77,1500,118.6,-118.35158500000001,35.055496000000005,1000 - 2000
CA,Alta I,2010,100,GE Wind,GE1.5-77,1500,118.6,-118.39088400000001,35.050995,1000 - 2000
CA,Alta I,2010,100,GE Wind,GE1.5-77,1500,118.6,-118.35848999999999,35.046696000000004,1000 - 2000
CA,Alta I,2010,100,GE Wind,GE1.5-77,1500,118.6,-118.37818899999999,35.025795,1000 - 2000
CA,Alta I,2010,100,GE Wind,GE1.5-77,1500,118.6,-118.370186,35.052494,1000 - 2000
CA,Alta I,2010,100,GE Wind,GE1.5-77,1500,118.6,-118.34958600000002,35.056793,1000 - 2000
CA,Alta I,2010,100,GE Wind,GE1.5-77,1500,118.6,-118.374191,35.026196,1000 - 2000
CA,Alta I,2010,100,GE Wind,GE1.5-77,1500,118.6,-118.37530500000001,35.038174,1000 - 2000
CA,Alta I,2010,100,GE Wind,GE1.5-77,1500,118.6,-118.35698700000002,35.022694,1000 - 2000
CA,Alta I,2010,100,GE Wind,GE1.5-77,1500,118.6,-118.376884,35.026096,1000 - 2000
CA,Alta I,2010,100,GE Wind,GE1.5-77,1500,118.6,-118.38098899999999,35.050796999999996,1000 - 2000
CA,Alta I,2010,100,GE Wind,GE1.5-77,1500,118.6,-118.38148500000001,35.043694,1000 - 2000
CA,Alta I,2010,100,GE Wind,GE1.5-77,1500,118.6,-118.375786,35.048294,1000 - 2000
CA,Alta I,2010,100,GE Wind,GE1.5-77,1500,118.6,-118.35718500000002,35.038094,1000 - 2000
CA,Alta I,2010,100,GE Wind,GE1.5-77,1500,118.6,-118.36489099999999,35.043396,1000 - 2000
CA,Alta I,2010,100,GE Wind,GE1.5-77,1500,118.6,-118.35418700000001,35.034195000000004,1000 - 2000
CA,Alta I,2010,100,GE Wind,GE1.5-77,1500,118.6,-118.36244199999999,35.044006,1000 - 2000
CA,Alta I,2010,100,GE Wind,GE1.5-77,1500,118.6,-118.391586,35.022095,1000 - 2000
CA,Alta I,2010,100,GE Wind,GE1.5-77,1500,118.6,-118.38739,35.026894,1000 - 2000
CA,Alta I,2010,100,GE Wind,GE1.5-77,1500,118.6,-118.36029099999999,35.035496,1000 - 2000
CA,Alta II,2010,50,Vestas,V90-3.0,3000,125.0,-118.22388500000001,35.010796,≥ 3000
CA,Alta II,2010,50,Vestas,V90-3.0,3000,125.0,-118.25698899999999,35.030594,≥ 3000
CA,Alta II,2010,50,Vestas,V90-3.0,3000,125.0,-118.22586100000001,35.031601,≥ 3000
CA,Alta II,2010,50,Vestas,V90-3.0,3000,125.0,-118.22828700000001,35.035396999999996,≥ 3000
CA,Alta II,2010,50,Vestas,V90-3.0,3000,125.0,-118.24718500000002,35.034695,≥ 3000
CA,Alta II,2010,50,Vestas,V90-3.0,3000,125.0,-118.223289,35.025494,≥ 3000
CA,Alta II,2010,50,Vestas,V90-3.0,3000,125.0,-118.235176,35.017097,≥ 3000
CA,Alta II,2010,50,Vestas,V90-3.0,3000,125.0,-118.22388500000001,35.009495,≥ 3000
CA,Alta II,2010,50,Vestas,V90-3.0,3000,125.0,-118.22979,35.034695,≥ 3000
CA,Alta II,2010,50,Vestas,V90-3.0,3000,125.0,-118.230873,35.018757,≥ 3000
CA,Alta II,2010,50,Vestas,V90-3.0,3000,125.0,-118.22528799999999,35.036896,≥ 3000
CA,Alta III,2011,50,Vestas,V90-3.0,3000,125.0,-118.30628999999999,35.002296,≥ 3000
CA,Alta III,2011,50,Vestas,V90-3.0,3000,125.0,-118.268791,35.019794,≥ 3000
CA,Alta III,2011,50,Vestas,V90-3.0,3000,125.0,-118.30538899999999,35.003296,≥ 3000
CA,Alta III,2011,50,Vestas,V90-3.0,3000,125.0,-118.26499199999999,35.007397,≥ 3000
CA,Alta III,2011,50,Vestas,V90-3.0,3000,125.0,-118.26328999999998,35.010696,≥ 3000
CA,Alta III,2011,50,Vestas,V90-3.0,3000,125.0,-118.269989,35.019096000000005,≥ 3000
CA,Alta III,2011,50,Vestas,V90-3.0,3000,125.0,-118.29598999999999,35.015896000000005,≥ 3000
CA,Alta III,2011,50,Vestas,V90-3.0,3000,125.0,-118.27968600000001,35.012295,≥ 3000
CA,Alta III,2011,50,Vestas,V90-3.0,3000,125.0,-118.270592,35.003796,≥ 3000
CA,Alta III,2011,50,Vestas,V90-3.0,3000,125.0,-118.303688,35.005196000000005,≥ 3000
CA,Alta III,2011,50,Vestas,V90-3.0,3000,125.0,-118.26028400000001,35.016094,≥ 3000
CA,Alta III,2011,50,Vestas,V90-3.0,3000,125.0,-118.26278700000002,35.011795,≥ 3000
CA,Alta III,2011,50,Vestas,V90-3.0,3000,125.0,-118.262192,35.012894,≥ 3000
CA,Alta III,2011,50,Vestas,V90-3.0,3000,125.0,-118.26738700000001,35.005997,≥ 3000
CA,Alta III,2011,50,Vestas,V90-3.0,3000,125.0,-118.29938500000002,35.011696,≥ 3000
CA,Alta III,2011,50,Vestas,V90-3.0,3000,125.0,-118.31678799999999,34.996593,≥ 3000
CA,Alta III,2011,50,Vestas,V90-3.0,3000,125.0,-118.30228400000001,35.010197,≥ 3000
CA,Alta IV,2011,34,Vestas,V90-3.0,3000,125.0,-118.321289,35.043797,≥ 3000
CA,Alta IV,2011,34,Vestas,V90-3.0,3000,125.0,-118.26799,34.997295,≥ 3000
CA,Alta IV,2011,34,Vestas,V90-3.0,3000,125.0,-118.259491,35.018394,≥ 3000
CA,Alta IV,2011,34,Vestas,V90-3.0,3000,125.0,-118.38618500000001,35.041794,≥ 3000
CA,Alta IV,2011,34,Vestas,V90-3.0,3000,125.0,-118.38478899999998,35.042194,≥ 3000
CA,Alta IV,2011,34,Vestas,V90-3.0,3000,125.0,-118.25448600000001,35.036995000000005,≥ 3000
CA,Alta IV,2011,34,Vestas,V90-3.0,3000,125.0,-118.35578899999999,35.044094,≥ 3000
CA,Alta IV,2011,34,Vestas,V90-3.0,3000,125.0,-118.36119099999999,35.039993,≥ 3000
CA,Alta IV,2011,34,Vestas,V90-3.0,3000,125.0,-118.26668500000001,34.997894,≥ 3000
CA,Alta Mesa 1 and 2,1988,115,Danwin,23_160,160,34.5,-116.66108700000001,33.940697,< 1000
CA,Alta Mesa 1 and 2,1988,115,Danwin,23_160,160,34.5,-116.657684,33.936794,< 1000
CA,Alta Mesa 1 and 2,1988,115,Danwin,23_160,160,34.5,-116.66388700000002,33.943295,< 1000
CA,Alta Mesa 1 and 2,1988,115,Danwin,23_160,160,34.5,-116.66668700000001,33.942894,< 1000
CA,Alta Mesa 1 and 2,1988,115,Danwin,23_160,160,34.5,-116.66178899999998,33.941895,< 1000
CA,Alta Mesa 1 and 2,1988,115,Danwin,23_160,160,34.5,-116.657486,33.938896,< 1000
CA,Alta Mesa 1 and 2,1988,115,Danwin,23_160,160,34.5,-116.66658799999999,33.943394,< 1000
CA,Alta Mesa 1 and 2,1988,115,Danwin,23_160,160,34.5,-116.659485,33.943394,< 1000
CA,Alta Mesa 1 and 2,1988,115,Danwin,23_160,160,34.5,-116.662392,33.943295,< 1000
CA,Alta Mesa 1 and 2,1988,115,Danwin,23_160,160,34.5,-116.66318500000001,33.944695,< 1000
CA,Alta Mesa 1 and 2,1988,115,Danwin,23_160,160,34.5,-116.65738700000001,33.938595,< 1000
CA,Alta Mesa 1 and 2,1988,115,Danwin,23_160,160,34.5,-116.66349,33.942493,< 1000
CA,Alta Mesa 1 and 2,1988,115,Danwin,23_160,160,34.5,-116.66048400000001,33.942493,< 1000
CA,Alta Mesa 1 and 2,1988,115,Danwin,23_160,160,34.5,-116.65838600000001,33.941494,< 1000
CA,Alta Mesa 1 and 2,1988,115,Danwin,23_160,160,34.5,-116.66088899999998,33.940193,< 1000
CA,Alta Mesa 1 and 2,1988,115,Danwin,23_160,160,34.5,-116.66249099999999,33.943497,< 1000
CA,Alta Mesa 1 and 2,1988,115,Danwin,23_160,160,34.5,-116.660591,33.942795000000004,< 1000
CA,Alta Mesa 1 and 2,1988,115,Danwin,23_160,160,34.5,-116.660591,33.945694,< 1000
CA,Alta Mesa 1 and 2,1988,115,Danwin,23_160,160,34.5,-116.65708899999998,33.937897,< 1000
CA,Alta Mesa 1 and 2,1988,115,Danwin,23_160,160,34.5,-116.66008799999999,33.941795,< 1000
CA,Alta Mesa 1 and 2,1988,115,Danwin,23_160,160,34.5,-116.66068999999999,33.942993,< 1000
CA,Alta Mesa 1 and 2,1988,115,Danwin,23_160,160,34.5,-116.66228500000001,33.942993,< 1000
CA,Alta Mesa 1 and 2,1988,115,Danwin,23_160,160,34.5,-116.66278799999999,33.943996000000006,< 1000
CA,Alta Mesa 1 and 2,1988,115,Danwin,23_160,160,34.5,-116.658188,33.940994,< 1000
CA,Alta Mesa 1 and 2,1988,115,Danwin,23_160,160,34.5,-116.65908799999998,33.942894,< 1000
CA,Alta Mesa 1 and 2,1988,115,Danwin,23_160,160,34.5,-116.66658799999999,33.943096000000004,< 1000
CA,Alta Mesa 1 and 2,1988,115,Danwin,23_160,160,34.5,-116.666389,33.943893,< 1000
CA,Alta Mesa 1 and 2,1988,115,Danwin,23_160,160,34.5,-116.66169,33.941696,< 1000
CA,Alta Mesa 1 and 2,1988,115,Danwin,23_160,160,34.5,-116.66008799999999,33.944794,< 1000
CA,Alta Mesa 1 and 2,1988,115,Danwin,23_160,160,34.5,-116.663086,33.944496,< 1000
CA,Alta Mesa 1 and 2,1988,115,Danwin,23_160,160,34.5,-116.66378799999998,33.942993,< 1000
CA,Alta Mesa 1 and 2,1988,115,Danwin,23_160,160,34.5,-116.66628999999999,33.945793,< 1000
CA,Alta Mesa 1 and 2,1988,115,Danwin,23_160,160,34.5,-116.66648899999998,33.943596,< 1000
CA,Alta Mesa 1 and 2,1988,115,Danwin,23_160,160,34.5,-116.661285,33.940994,< 1000
CA,Alta Mesa 3,1995,42,Vestas,V27,225,53.5,-116.65738700000001,33.938793,< 1000
CA,Alta Mesa 3,1995,42,Vestas,V27,225,53.5,-116.665985,33.945694,< 1000
CA,Alta Mesa 3,1995,42,Vestas,V27,225,53.5,-116.66648899999998,33.946796,< 1000
CA,Alta Mesa 3,1995,42,Vestas,V27,225,53.5,-116.65668500000001,33.936794,< 1000
CA,Alta Mesa 3,1995,42,Vestas,V27,225,53.5,-116.65699,33.937794,< 1000
CA,Alta Mesa 3,1995,42,Vestas,V27,225,53.5,-116.666191,33.945896000000005,< 1000
CA,Alta Mesa 3,1995,42,Vestas,V27,225,53.5,-116.65808899999999,33.940796,< 1000
CA,Alta Mesa 3,1995,42,Vestas,V27,225,53.5,-116.65718799999999,33.938496,< 1000
CA,Alta Mesa 3,1995,42,Vestas,V27,225,53.5,-116.65638700000001,33.939796,< 1000
CA,Alta Mesa 3,1995,42,Vestas,V27,225,53.5,-116.65699,33.938095000000004,< 1000
CA,Alta Mesa 3,1995,42,Vestas,V27,225,53.5,-116.666389,33.946495,< 1000
CA,Alta Mesa 3,1995,42,Vestas,V27,225,53.5,-116.665985,33.945496,< 1000
CA,Alta V,2011,56,Vestas,V90-3.0,3000,125.0,-118.253891,34.995895000000004,≥ 3000
CA,Alta V,2011,56,Vestas,V90-3.0,3000,125.0,-118.24978600000001,35.020195,≥ 3000
CA,Alta V,2011,56,Vestas,V90-3.0,3000,125.0,-118.25488999999999,35.008293,≥ 3000
CA,Alta V,2011,56,Vestas,V90-3.0,3000,125.0,-118.24128700000001,35.021996,≥ 3000
CA,Alta V,2011,56,Vestas,V90-3.0,3000,125.0,-118.25238799999998,35.000294,≥ 3000
CA,Alta V,2011,56,Vestas,V90-3.0,3000,125.0,-118.249886,35.003296,≥ 3000
CA,Alta V,2011,56,Vestas,V90-3.0,3000,125.0,-118.263985,34.999393,≥ 3000
CA,Alta V,2011,56,Vestas,V90-3.0,3000,125.0,-118.25248700000002,35.012894,≥ 3000
CA,Alta V,2011,56,Vestas,V90-3.0,3000,125.0,-118.25058700000001,35.017895,≥ 3000
CA,Alta V,2011,56,Vestas,V90-3.0,3000,125.0,-118.24948899999998,35.021397,≥ 3000
CA,Alta V,2011,56,Vestas,V90-3.0,3000,125.0,-118.241386,35.019596,≥ 3000
CA,Alta V,2011,56,Vestas,V90-3.0,3000,125.0,-118.24838999999999,35.005394,≥ 3000
CA,Alta V,2011,56,Vestas,V90-3.0,3000,125.0,-118.247391,35.006294,≥ 3000
CA,Alta VI (partial),2011,44,Vestas,V90-3.0,3000,125.0,-118.31958799999998,35.010593,≥ 3000
CA,Alta VI (partial),2011,44,Vestas,V90-3.0,3000,125.0,-118.32608799999998,35.012295,≥ 3000
CA,Alta VI (partial),2011,44,Vestas,V90-3.0,3000,125.0,-118.30728899999998,35.037796,≥ 3000
CA,Alta VI (partial),2011,44,Vestas,V90-3.0,3000,125.0,-118.29998799999998,35.034294,≥ 3000
CA,Alta VI (partial),2011,44,Vestas,V90-3.0,3000,125.0,-118.30318500000001,35.029396000000006,≥ 3000
CA,Alta VI (partial),2011,44,Vestas,V90-3.0,3000,125.0,-118.32518799999998,35.013195,≥ 3000
CA,Alta VI (partial),2011,44,Vestas,V90-3.0,3000,125.0,-118.32118999999999,35.018093,≥ 3000
CA,Alta VI (partial),2011,44,Vestas,V90-3.0,3000,125.0,-118.29428899999999,35.029396000000006,≥ 3000
CA,Alta VI (partial),2011,44,Vestas,V90-3.0,3000,125.0,-118.31839,35.020695,≥ 3000
CA,Alta VI (partial),2011,44,Vestas,V90-3.0,3000,125.0,-118.317291,35.013695,≥ 3000
CA,Alta VIII (partial),2011,43,Vestas,V90-3.0,3000,125.0,-118.25498999999999,34.993496,≥ 3000
CA,Alta VIII (partial),2011,43,Vestas,V90-3.0,3000,125.0,-118.22458600000002,35.006893,≥ 3000
CA,Alta VIII (partial),2011,43,Vestas,V90-3.0,3000,125.0,-118.234489,34.995895000000004,≥ 3000
CA,Alta VIII (partial),2011,43,Vestas,V90-3.0,3000,125.0,-118.25238799999998,34.988796,≥ 3000
CA,Alta VIII (partial),2011,43,Vestas,V90-3.0,3000,125.0,-118.228691,35.002995,≥ 3000
CA,Alta VIII (partial),2011,43,Vestas,V90-3.0,3000,125.0,-118.24618500000001,34.994194,≥ 3000
CA,Alta VIII (partial),2011,43,Vestas,V90-3.0,3000,125.0,-118.22178600000001,35.026497,≥ 3000
CA,Alta VIII (partial),2011,43,Vestas,V90-3.0,3000,125.0,-118.23368799999999,34.996895,≥ 3000
CA,Alta VIII (partial),2011,43,Vestas,V90-3.0,3000,125.0,-118.24308799999999,34.997093,≥ 3000
CA,Alta VIII (partial),2011,43,Vestas,V90-3.0,3000,125.0,-118.225388,34.987595,≥ 3000
CA,Alta VIII (partial),2011,43,Vestas,V90-3.0,3000,125.0,-118.248291,34.992393,≥ 3000
CA,Alta VIII (partial),2011,43,Vestas,V90-3.0,3000,125.0,-118.22409099999999,34.993694,≥ 3000
CA,Alta VIII (partial),2011,43,Vestas,V90-3.0,3000,125.0,-118.23069,35.001194,≥ 3000
CA,Alta VIII (partial),2011,43,Vestas,V90-3.0,3000,125.0,-118.22969099999999,35.002094,≥ 3000
CA,Alta VIII (partial),2011,43,Vestas,V90-3.0,3000,125.0,-118.23958600000002,35.002296,≥ 3000
CA,Alta VIII (partial),2011,43,Vestas,V90-3.0,3000,125.0,-118.217087,35.029194,≥ 3000
CA,Alta VIII (partial),2011,43,Vestas,V90-3.0,3000,125.0,-118.22428899999998,34.992496,≥ 3000
CA,Alta VIII (partial),2011,43,Vestas,V90-3.0,3000,125.0,-118.224548,35.021931,≥ 3000
CA,Alta VIII (partial),2011,43,Vestas,V90-3.0,3000,125.0,-118.23619099999999,35.006294,≥ 3000
CA,Alta X,2013,48,GE Wind,GE2.85-103,2850,136.6,-118.253052,35.086514,2000 - 3000
CA,Alta X,2013,48,GE Wind,GE2.85-103,2850,136.6,-118.212418,35.100468,2000 - 3000
CA,Alta X,2013,48,GE Wind,GE2.85-103,2850,136.6,-118.22159599999999,35.097137,2000 - 3000
CA,Alta X,2013,48,GE Wind,GE2.85-103,2850,136.6,-118.23085800000001,35.101719,2000 - 3000
CA,Alta X,2013,48,GE Wind,GE2.85-103,2850,136.6,-118.24441499999999,35.089161,2000 - 3000
CA,Alta X,2013,48,GE Wind,GE2.85-103,2850,136.6,-118.244965,35.087883000000005,2000 - 3000
CA,Alta X,2013,48,GE Wind,GE2.85-103,2850,136.6,-118.246796,35.096740999999994,2000 - 3000
CA,Alta X,2013,48,GE Wind,GE2.85-103,2850,136.6,-118.25482199999999,35.084019,2000 - 3000
CA,Alta X,2013,48,GE Wind,GE2.85-103,2850,136.6,-118.25209,35.089096000000005,2000 - 3000
